provider,company_id,created_at,device,indicator_id,affected_service,latitude,longitude,city_id,country_id,source,asn,provider_id,zip,city,state
spectrum,20024,2026-02-24T17:06:00.725000+00:00,mobile,11,Broadband Internet,27.98,-82.83,4151320.0,89,device,21928.0,16.0,33767,Clearwater Beach,FL
spectrum,20024,2026-02-24T17:06:22.358000+00:00,desktop,11,Broadband Internet,42.7,-73.86,5106834.0,89,ip,11351.0,56904.0,12203,Albany,NY
spectrum,20024,2026-02-24T17:07:19.611000+00:00,desktop,641,WiFi,44.52,-89.56,5274644.0,89,ip,20115.0,38177.0,54481,Stevens Point,WI
spectrum,20024,2026-02-24T17:07:22.010000+00:00,desktop,641,WiFi,34.03,-117.04,5411046.0,89,ip,20001.0,38177.0,92399,Yucaipa,CA
spectrum,20024,2026-02-24T17:07:25.660000+00:00,desktop,11,Broadband Internet,34.05,-118.24,5368361.0,89,ip,13150.0,115858.0,90012,Los Angeles,CA
spectrum,20024,2026-02-24T17:08:13.197000+00:00,mobile,641,WiFi,21.35,-157.87,5856195.0,89,ip,7018.0,13.0,96819,Honolulu,HI
spectrum,20024,2026-02-24T17:08:53.166000+00:00,mobile,641,WiFi,32.73,-97.4,4691930.0,89,device,21928.0,16.0,76107,Fort Worth,TX
spectrum,20024,2026-02-24T17:09:14.815000+00:00,desktop,11,Broadband Internet,30.43,-97.83,4671654.0,89,ip,11427.0,38177.0,78726,Austin,TX
spectrum,20024,2026-02-24T17:09:49.767000+00:00,mobile,641,WiFi,41.51,-81.56,5150529.0,89,ip,10796.0,38177.0,44118,Cleveland,OH
spectrum,20024,2026-02-24T17:10:26.367000+00:00,desktop,11,Broadband Internet,39.3,-94.93,4274305.0,89,ip,11427.0,56904.0,66048,Leavenworth,KS
spectrum,20024,2026-02-24T17:11:27.413000+00:00,mobile,641,WiFi,35.06,-80.82,4460243.0,89,ip,6167.0,14.0,28277,Charlotte,NC
spectrum,20024,2026-02-24T17:12:06.248000+00:00,mobile,7,TV Streaming,33.78,-84.44,4180439.0,89,ip,21928.0,16.0,30318,Atlanta,GA
spectrum,20024,2026-02-24T17:12:34.516000+00:00,mobile,641,WiFi,39.64,-84.17,4509884.0,89,ip,6167.0,14.0,45459,Dayton,OH
spectrum,20024,2026-02-24T17:13:00.375000+00:00,mobile,12,TV,28.55,-81.3,4167147.0,89,ip,21928.0,119149.0,32807,Orlando,FL
spectrum,20024,2026-02-24T17:13:33.614000+00:00,mobile,11,Broadband Internet,33.74,-78.86,4588718.0,89,device,21928.0,16.0,29577,Myrtle Beach,SC
spectrum,20024,2026-02-24T17:13:48.385000+00:00,desktop,11,Broadband Internet,34.02,-118.16,5368361.0,89,ip,21928.0,16.0,90022,Los Angeles,CA
spectrum,20024,2026-02-24T17:15:10.679000+00:00,mobile,641,WiFi,38.22,-85.69,4299276.0,89,ip,7018.0,13.0,40205,Louisville,KY
spectrum,20024,2026-02-24T17:16:20.399000+00:00,mobile,641,WiFi,41.49,-81.47,5150529.0,89,ip,10796.0,38177.0,44124,Cleveland,OH
spectrum,20024,2026-02-24T17:16:40.539000+00:00,mobile,11,Broadband Internet,43.01,-83.81,4992982.0,89,ip,6167.0,14.0,48532,Flint,MI
spectrum,20024,2026-02-24T17:16:40.809000+00:00,mobile,641,WiFi,38.51,-89.98,4233813.0,89,ip,54113.0,118997.0,62220,Belleville,IL
spectrum,20024,2026-02-24T17:17:14.443000+00:00,mobile,12,TV,41.4,-73.32,5280935.0,89,ip,20115.0,38177.0,6470,Newtown,CT
spectrum,20024,2026-02-24T17:17:43.714000+00:00,mobile,11,Broadband Internet,40.27,-81.75,5176283.0,89,device,14618.0,283.0,43845,West Lafayette,OH
spectrum,20024,2026-02-24T17:20:17.598000+00:00,mobile,11,Broadband Internet,32.25,-94.22,4685459.0,89,device,6167.0,14.0,75639,De Berry,TX
spectrum,20024,2026-02-24T17:20:33.350000+00:00,mobile,11,Broadband Internet,42.91,-83.52,4994154.0,89,device,21928.0,16.0,48438,Goodrich,MI
spectrum,20024,2026-02-24T17:21:16.852000+00:00,mobile,11,Broadband Internet,44.81,-91.5,5251436.0,89,device,6167.0,14.0,54701,Eau Claire,WI
spectrum,20024,2026-02-24T17:22:02.384000+00:00,desktop,11,Broadband Internet,37.75,-122.41,5391959.0,89,ip,46375.0,119722.0,94110,San Francisco,CA
spectrum,20024,2026-02-24T17:22:32.881000+00:00,mobile,11,Broadband Internet,42.36,-71.06,4930956.0,89,ip,13335.0,118997.0,2108,Boston,MA
spectrum,20024,2026-02-24T17:23:40.446000+00:00,desktop,11,Broadband Internet,28.31,-81.42,4160983.0,89,ip,33363.0,38177.0,34741,Kissimmee,FL
spectrum,20024,2026-02-24T17:23:40.450000+00:00,desktop,11,Broadband Internet,34.15,-118.15,5381396.0,89,device,21928.0,16.0,91103,Pasadena,CA
spectrum,20024,2026-02-24T17:24:13.049000+00:00,mobile,11,Broadband Internet,27.95,-81.73,,89,ip,21928.0,16.0,33880,Winter Haven,FL
spectrum,20024,2026-02-24T17:27:50.381000+00:00,mobile,81,Voice Calls,35.97,-114.87,5500539.0,89,device,6167.0,14.0,89005,Boulder City,NV
spectrum,20024,2026-02-24T17:28:29.348000+00:00,mobile,11,Broadband Internet,36.01,-83.97,4634946.0,89,ip,6167.0,14.0,37912,Knoxville,TN
spectrum,20024,2026-02-24T17:29:01.303000+00:00,mobile,641,WiFi,28.42,-97.76,4673258.0,89,ip,11427.0,38177.0,78102,Beeville,TX
spectrum,20024,2026-02-24T17:29:37.956000+00:00,mobile,11,Broadband Internet,34.16,-118.53,5401143.0,89,device,6167.0,14.0,91356,Tarzana,CA
spectrum,20024,2026-02-24T17:29:41.012000+00:00,mobile,874,Mobile signal,33.72,-116.38,5380626.0,89,ip,20001.0,38177.0,92260,Palm Desert,CA
spectrum,20024,2026-02-24T17:29:48.368000+00:00,desktop,11,Broadband Internet,35.09,-80.82,4460243.0,89,ip,21763.0,9942.0,28226,Charlotte,NC
spectrum,20024,2026-02-24T17:30:27+00:00,mobile,641,WiFi,44.59,-75.18,5111484.0,89,device,11351.0,38177.0,13617,Canton,NY
spectrum,20024,2026-02-24T17:30:47.058000+00:00,mobile,11,Broadband Internet,43.36,-70.56,4982390.0,89,device,21928.0,16.0,4090,Wells,ME
spectrum,20024,2026-02-24T17:30:50+00:00,mobile,641,WiFi,35.29,-119.03,5325738.0,89,device,21928.0,16.0,93313,Bakersfield,CA
spectrum,20024,2026-02-24T17:31:16.869000+00:00,mobile,11,Broadband Internet,28.61,-81.44,4167147.0,89,device,7018.0,13.0,32808,Orlando,FL
spectrum,20024,2026-02-24T17:31:30+00:00,desktop,12,TV,39.23,-84.46,4508722.0,89,ip,10796.0,38177.0,45215,Cincinnati,OH
spectrum,20024,2026-02-24T17:32:01.122000+00:00,desktop,641,WiFi,41.39,-81.44,5172387.0,89,ip,7018.0,126652.0,44139,Solon,OH
spectrum,20024,2026-02-24T17:32:06.452000+00:00,mobile,119,Billing,34.26,-118.79,5396003.0,89,device,20001.0,38177.0,93065,Simi Valley,CA
spectrum,20024,2026-02-24T17:32:10.961000+00:00,mobile,11,Broadband Internet,27.95,-81.73,,89,ip,6167.0,14.0,33880,Winter Haven,FL
spectrum,20024,2026-02-24T17:32:16.537000+00:00,desktop,874,Mobile signal,43.35,-73.65,5133279.0,89,device,11351.0,38177.0,12804,Queensbury,NY
spectrum,20024,2026-02-24T17:33:01.461000+00:00,mobile,641,WiFi,29.53,-98.58,4726206.0,89,device,6167.0,14.0,78240,San Antonio,TX
spectrum,20024,2026-02-24T17:36:18.581000+00:00,mobile,641,WiFi,31.68,-106.24,5520993.0,89,device,11427.0,38177.0,79928,El Paso,TX
spectrum,20024,2026-02-24T17:37:20.621000+00:00,mobile,641,WiFi,34.16,-118.53,5401143.0,89,device,6167.0,14.0,91356,Tarzana,CA
spectrum,20024,2026-02-24T17:37:22.714000+00:00,mobile,11,Broadband Internet,39.27,-94.58,4393217.0,89,device,6167.0,14.0,64155,Kansas City,MO
spectrum,20024,2026-02-24T17:39:26.919000+00:00,desktop,119,Billing,28.14,-82.51,4163033.0,89,ip,33363.0,38177.0,33558,Lutz,FL
spectrum,20024,2026-02-24T17:40:12.247000+00:00,mobile,81,Voice Calls,47.74,-116.94,5604353.0,89,device,10838.0,38177.0,83854,Post Falls,ID
spectrum,20024,2026-02-24T17:41:09.778000+00:00,mobile,11,Broadband Internet,42.34,-122.89,5740099.0,89,device,21928.0,119149.0,97501,Medford,OR
spectrum,20024,2026-02-24T17:41:10+00:00,mobile,641,WiFi,32.87,-96.79,4684888.0,89,ip,7018.0,13.0,75225,Dallas,TX
spectrum,20024,2026-02-24T17:42:05.709000+00:00,desktop,11,Broadband Internet,40.65,-74.0,5110302.0,89,ip,12271.0,56904.0,11232,Brooklyn,NY
spectrum,20024,2026-02-24T17:42:32.683000+00:00,mobile,641,WiFi,32.54,-94.73,4707814.0,89,device,7018.0,13.0,75605,Longview,TX
spectrum,20024,2026-02-24T17:42:59.778000+00:00,mobile,641,WiFi,43.25,-89.34,,89,device,6167.0,14.0,53532,Deforest,WI
spectrum,20024,2026-02-24T17:43:59.222000+00:00,mobile,8,Mobile Internet,31.11,-97.73,4703223.0,89,ip,11427.0,38177.0,76541,Killeen,TX
spectrum,20024,2026-02-24T17:44:11.468000+00:00,mobile,11,Broadband Internet,45.82,-108.49,5640350.0,89,device,21928.0,16.0,59105,Billings,MT
spectrum,20024,2026-02-24T17:44:19.340000+00:00,mobile,641,WiFi,37.69,-87.92,4301345.0,89,device,7018.0,13.0,42437,Morganfield,KY
spectrum,20024,2026-02-24T17:44:50.030000+00:00,mobile,641,WiFi,28.93,-81.99,4175179.0,89,ip,33363.0,38177.0,32162,The Villages,FL
spectrum,20024,2026-02-24T17:45:19.943000+00:00,mobile,11,Broadband Internet,48.25,-114.33,5660340.0,89,device,14593.0,115554.0,59901,Kalispell,MT
spectrum,20024,2026-02-24T17:46:02.642000+00:00,mobile,641,WiFi,34.83,-84.79,4187435.0,89,device,20115.0,38177.0,30705,Chatsworth,GA
spectrum,20024,2026-02-24T17:46:35.620000+00:00,mobile,8,Mobile Internet,32.76,-97.18,4691930.0,89,ip,20115.0,38177.0,76120,Fort Worth,TX
spectrum,20024,2026-02-24T17:47:46.167000+00:00,mobile,11,Broadband Internet,37.74,-87.14,4303436.0,89,device,6167.0,14.0,42301,Owensboro,KY
spectrum,20024,2026-02-24T17:47:54.847000+00:00,mobile,641,WiFi,43.12,-87.95,5263045.0,89,ip,6167.0,14.0,53209,Milwaukee,WI
spectrum,20024,2026-02-24T17:48:02.084000+00:00,mobile,641,WiFi,32.78,-96.87,4684888.0,89,ip,20057.0,13.0,75212,Dallas,TX
spectrum,20024,2026-02-24T17:49:21.784000+00:00,mobile,641,WiFi,47.26,-122.49,5812944.0,89,device,21928.0,16.0,98406,Tacoma,WA
spectrum,20024,2026-02-24T17:49:46.680000+00:00,mobile,874,Mobile signal,43.85,-83.97,5005706.0,89,device,20115.0,38177.0,48650,Pinconning,MI
spectrum,20024,2026-02-24T17:49:55.063000+00:00,desktop,11,Broadband Internet,41.23,-80.48,5211683.0,89,device,33154.0,,16148,Hermitage,PA
spectrum,20024,2026-02-24T17:50:24.036000+00:00,desktop,11,Broadband Internet,32.8,-96.96,4700168.0,89,ip,54113.0,118997.0,75060,Irving,TX
spectrum,20024,2026-02-24T17:50:34.395000+00:00,desktop,11,Broadband Internet,32.97,-117.08,5391811.0,89,device,20001.0,38177.0,92128,San Diego,CA
spectrum,20024,2026-02-24T17:50:43.959000+00:00,mobile,641,WiFi,39.53,-84.33,4518264.0,89,device,6167.0,14.0,45042,Middletown,OH
spectrum,20024,2026-02-24T17:51:22.187000+00:00,mobile,11,Broadband Internet,35.46,-80.63,4474040.0,89,device,11426.0,38177.0,28081,Kannapolis,NC
spectrum,20024,2026-02-24T17:51:36.244000+00:00,mobile,11,Broadband Internet,30.22,-97.73,4671654.0,89,device,13335.0,118997.0,78741,Austin,TX
spectrum,20024,2026-02-24T17:51:36.910000+00:00,mobile,641,WiFi,40.85,-73.86,5110266.0,89,ip,36183.0,118997.0,10462,Bronx,NY
spectrum,20024,2026-02-24T17:52:25.946000+00:00,mobile,641,WiFi,44.98,-93.26,5037649.0,89,ip,398378.0,142303.0,55401,Minneapolis,MN
spectrum,20024,2026-02-24T17:53:08.897000+00:00,mobile,11,Broadband Internet,33.8,-117.88,5323810.0,89,device,21928.0,16.0,92806,Anaheim,CA
spectrum,20024,2026-02-24T17:53:23.063000+00:00,mobile,12,TV,28.49,-81.41,4167147.0,89,ip,21928.0,16.0,32839,Orlando,FL
spectrum,20024,2026-02-24T17:55:19.679000+00:00,mobile,11,Broadband Internet,36.1,-79.88,4469146.0,89,ip,11426.0,38177.0,27410,Greensboro,NC
spectrum,20024,2026-02-24T17:55:42.346000+00:00,mobile,641,WiFi,44.43,-72.02,5240656.0,89,device,6167.0,14.0,5819,Saint Johnsbury,VT
spectrum,20024,2026-02-24T17:56:25.585000+00:00,mobile,641,WiFi,44.01,-88.56,5265838.0,89,device,6167.0,14.0,54902,Oshkosh,WI
spectrum,20024,2026-02-24T17:56:31.993000+00:00,mobile,641,WiFi,35.95,-75.62,4481427.0,89,device,21928.0,16.0,27959,Nags Head,NC
spectrum,20024,2026-02-24T17:56:48.166000+00:00,mobile,11,Broadband Internet,40.57,-74.12,5139568.0,89,ip,6167.0,14.0,10306,Staten Island,NY
spectrum,20024,2026-02-24T17:59:32.974000+00:00,desktop,11,Broadband Internet,43.76,-71.69,5091310.0,89,ip,11351.0,38177.0,3264,Plymouth,NH
spectrum,20024,2026-02-24T17:59:35.788000+00:00,desktop,11,Broadband Internet,33.72,-118.0,5358705.0,89,ip,20001.0,56904.0,92647,Huntington Beach,CA
spectrum,20024,2026-02-24T18:00:19.122000+00:00,mobile,641,WiFi,33.81,-117.86,5379513.0,89,device,21928.0,16.0,92867,Orange,CA
spectrum,20024,2026-02-24T18:01:03.245000+00:00,mobile,641,WiFi,33.93,-118.02,5409059.0,89,device,21928.0,16.0,90604,Whittier,CA
spectrum,20024,2026-02-24T18:01:55.929000+00:00,desktop,641,WiFi,35.13,-80.93,4493358.0,89,ip,11426.0,56904.0,28273,Charlotte,NC
spectrum,20024,2026-02-24T18:02:03.751000+00:00,mobile,641,WiFi,33.13,-117.24,5334223.0,89,device,7018.0,13.0,92010,Carlsbad,CA
spectrum,20024,2026-02-24T18:02:19.946000+00:00,mobile,641,WiFi,43.69,-70.4,4965481.0,89,device,7018.0,13.0,4038,Gorham,ME
spectrum,20024,2026-02-24T18:02:37.716000+00:00,mobile,641,WiFi,39.74,-86.12,4259418.0,89,ip,6167.0,14.0,46203,Indianapolis,IN
spectrum,20024,2026-02-24T18:03:31+00:00,mobile,11,Broadband Internet,31.77,-106.3,5520993.0,89,ip,21928.0,16.0,79936,El Paso,TX
spectrum,20024,2026-02-24T18:03:40.633000+00:00,mobile,11,Broadband Internet,33.81,-117.86,5379513.0,89,device,54113.0,118997.0,92867,Orange,CA
spectrum,20024,2026-02-24T18:03:51.686000+00:00,mobile,11,Broadband Internet,33.16,-117.33,5334223.0,89,ip,20001.0,38177.0,92008,Carlsbad,CA
spectrum,20024,2026-02-24T18:04:12.046000+00:00,desktop,874,Mobile signal,41.39,-81.44,5172387.0,89,ip,7018.0,126652.0,44139,Solon,OH
spectrum,20024,2026-02-24T18:05:04.866000+00:00,desktop,11,Broadband Internet,34.1,-118.34,4330650.0,89,device,20001.0,38177.0,90028,Los Angeles,CA
spectrum,20024,2026-02-24T18:05:23.091000+00:00,mobile,119,Billing,35.76,-78.6,4487042.0,89,ip,6167.0,14.0,27610,Raleigh,NC
spectrum,20024,2026-02-24T18:07:20.595000+00:00,mobile,11,Broadband Internet,29.5,-98.53,4726206.0,89,device,7018.0,13.0,78213,San Antonio,TX
spectrum,20024,2026-02-24T18:07:21.306000+00:00,mobile,641,WiFi,40.72,-73.88,5133273.0,89,ip,6167.0,14.0,11379,Middle Village,NY
spectrum,20024,2026-02-24T18:07:35.536000+00:00,mobile,8,Mobile Internet,42.42,-89.0,4908126.0,89,ip,6167.0,14.0,61073,Roscoe,IL
spectrum,20024,2026-02-24T18:08:27+00:00,mobile,12,TV,37.28,-121.96,5333689.0,89,ip,21928.0,119149.0,95008,Campbell,CA
spectrum,20024,2026-02-24T18:08:49.862000+00:00,mobile,119,Billing,33.84,-117.86,5323810.0,89,ip,20001.0,38177.0,92806,Anaheim,CA
spectrum,20024,2026-02-24T18:10:04.587000+00:00,mobile,11,Broadband Internet,34.05,-118.27,5368361.0,89,ip,7018.0,13.0,90017,Los Angeles,CA
spectrum,20024,2026-02-24T18:11:36.574000+00:00,mobile,641,WiFi,28.58,-81.44,4167147.0,89,ip,21928.0,16.0,32808,Orlando,FL
spectrum,20024,2026-02-24T18:12:26.638000+00:00,mobile,11,Broadband Internet,32.92,-96.77,4684888.0,89,ip,7018.0,13.0,75251,Dallas,TX
spectrum,20024,2026-02-24T18:12:27.603000+00:00,mobile,641,WiFi,33.79,-117.92,5351515.0,89,ip,21928.0,16.0,92840,Garden Grove,CA
spectrum,20024,2026-02-24T18:12:44.763000+00:00,desktop,641,WiFi,40.71,-74.01,5128581.0,89,ip,55256.0,55062.0,10007,New York,NY
spectrum,20024,2026-02-24T18:13:01.793000+00:00,mobile,641,WiFi,33.8,-117.94,5351515.0,89,device,21928.0,16.0,92840,Garden Grove,CA
spectrum,20024,2026-02-24T18:13:58.027000+00:00,mobile,11,Broadband Internet,34.0,-118.29,5368361.0,89,ip,6167.0,14.0,90037,Los Angeles,CA
spectrum,20024,2026-02-24T18:14:26.633000+00:00,mobile,641,WiFi,41.47,-83.7,5157096.0,89,device,6167.0,14.0,43525,Haskins,OH
spectrum,20024,2026-02-24T18:14:41.547000+00:00,desktop,12,TV,43.41,-76.13,5130526.0,89,ip,11351.0,38177.0,13131,Parish,NY
spectrum,20024,2026-02-24T18:15:00+00:00,mobile,7,TV Streaming,33.73,-87.09,4059070.0,89,ip,20115.0,38177.0,35062,Dora,AL
spectrum,20024,2026-02-24T18:15:04.366000+00:00,mobile,641,WiFi,27.69,-97.39,4683416.0,89,device,54113.0,118997.0,78413,Corpus Christi,TX
spectrum,20024,2026-02-24T18:15:47+00:00,desktop,11,Broadband Internet,33.79,-117.79,5379513.0,89,device,141039.0,126513.0,92869,Orange,CA
spectrum,20024,2026-02-24T18:15:48+00:00,mobile,641,WiFi,40.57,-122.38,5570160.0,89,device,21928.0,16.0,96001,Redding,CA
spectrum,20024,2026-02-24T18:16:02.705000+00:00,desktop,11,Broadband Internet,32.95,-117.23,5391811.0,89,device,20001.0,38177.0,92130,San Diego,CA
spectrum,20024,2026-02-24T18:18:02+00:00,mobile,11,Broadband Internet,38.32,-85.71,4259671.0,89,device,21928.0,16.0,47130,Jeffersonville,IN
spectrum,20024,2026-02-24T18:18:58.243000+00:00,desktop,641,WiFi,35.28,-80.76,4460243.0,89,ip,6167.0,14.0,28213,Charlotte,NC
spectrum,20024,2026-02-24T18:19:22.506000+00:00,mobile,11,Broadband Internet,28.21,-82.68,4165869.0,89,ip,33363.0,38177.0,34655,New Port Richey,FL
spectrum,20024,2026-02-24T18:19:44.921000+00:00,mobile,641,WiFi,34.0,-118.33,4330650.0,89,device,20001.0,38177.0,90043,Los Angeles,CA
spectrum,20024,2026-02-24T18:20:11.969000+00:00,mobile,641,WiFi,28.27,-82.33,4177727.0,89,device,7018.0,13.0,33544,Wesley Chapel,FL
spectrum,20024,2026-02-24T18:21:42.757000+00:00,mobile,11,Broadband Internet,28.61,-81.45,4167147.0,89,device,6167.0,14.0,32808,Orlando,FL
spectrum,20024,2026-02-24T18:22:33.232000+00:00,mobile,11,Broadband Internet,28.51,-81.32,4167147.0,89,device,7018.0,13.0,32812,Orlando,FL
spectrum,20024,2026-02-24T18:22:43.236000+00:00,mobile,11,Broadband Internet,28.0,-82.19,4168773.0,89,device,6167.0,14.0,33566,Plant City,FL
spectrum,20024,2026-02-24T18:23:05.234000+00:00,mobile,11,Broadband Internet,43.12,-88.03,5263045.0,89,ip,6167.0,14.0,53225,Milwaukee,WI
spectrum,20024,2026-02-24T18:23:08.240000+00:00,desktop,11,Broadband Internet,40.77,-73.83,5133273.0,89,ip,12271.0,38177.0,11354,Flushing,NY
spectrum,20024,2026-02-24T18:25:01.748000+00:00,desktop,11,Broadband Internet,40.61,-111.9,,89,ip,7018.0,13.0,84047,Midvale,UT
spectrum,20024,2026-02-24T18:25:23.391000+00:00,mobile,11,Broadband Internet,27.95,-81.73,,89,ip,6167.0,14.0,33880,Winter Haven,FL
spectrum,20024,2026-02-24T18:26:25+00:00,mobile,11,Broadband Internet,33.76,-117.97,5351515.0,89,ip,21928.0,16.0,92844,Garden Grove,CA
spectrum,20024,2026-02-24T18:27:14.131000+00:00,mobile,11,Broadband Internet,33.66,-117.9,5339840.0,89,device,21928.0,16.0,92627,Costa Mesa,CA
spectrum,20024,2026-02-24T18:27:52.422000+00:00,mobile,8,Mobile Internet,32.86,-97.01,4689505.0,89,device,21928.0,16.0,75038,Irving,TX
spectrum,20024,2026-02-24T18:28:58.253000+00:00,mobile,7,TV Streaming,37.81,-122.25,5378538.0,89,ip,6167.0,14.0,94610,Oakland,CA
spectrum,20024,2026-02-24T18:29:04.630000+00:00,mobile,8,Mobile Internet,38.0,-121.32,5399020.0,89,ip,6167.0,14.0,95207,Stockton,CA
spectrum,20024,2026-02-24T18:29:46.276000+00:00,mobile,641,WiFi,32.9,-96.86,4684888.0,89,ip,7018.0,13.0,75229,Dallas,TX
spectrum,20024,2026-02-24T18:30:32.460000+00:00,desktop,12,TV,32.89,-96.77,4684888.0,89,device,54113.0,118997.0,75230,Dallas,TX
spectrum,20024,2026-02-24T18:30:55.627000+00:00,mobile,641,WiFi,28.45,-81.47,4167147.0,89,ip,7018.0,13.0,32819,Orlando,FL
spectrum,20024,2026-02-24T18:31:58.432000+00:00,mobile,11,Broadband Internet,33.84,-117.88,5323810.0,89,device,21928.0,16.0,92806,Anaheim,CA
spectrum,20024,2026-02-24T18:33:45.887000+00:00,mobile,641,WiFi,21.29,-157.71,5856195.0,89,device,21928.0,16.0,96825,Honolulu,HI
spectrum,20024,2026-02-24T18:33:46.951000+00:00,desktop,11,Broadband Internet,40.79,-73.94,5145066.0,89,device,54113.0,118997.0,10029,New York,NY
spectrum,20024,2026-02-24T18:35:24.319000+00:00,mobile,11,Broadband Internet,28.61,-81.45,4167147.0,89,device,21928.0,16.0,32808,Orlando,FL
spectrum,20024,2026-02-24T18:36:14.895000+00:00,mobile,641,WiFi,33.94,-118.35,5359488.0,89,device,7018.0,13.0,90304,Inglewood,CA
spectrum,20024,2026-02-24T18:36:20.578000+00:00,mobile,641,WiFi,41.66,-71.08,11550109.0,89,device,21928.0,16.0,2790,Westport,MA
spectrum,20024,2026-02-24T18:37:58.045000+00:00,mobile,119,Billing,29.42,-98.53,4726206.0,89,ip,21928.0,16.0,78207,San Antonio,TX
spectrum,20024,2026-02-24T18:38:17.290000+00:00,mobile,11,Broadband Internet,32.59,-97.14,4709013.0,89,device,6167.0,14.0,76063,Mansfield,TX
spectrum,20024,2026-02-24T18:38:49.280000+00:00,mobile,641,WiFi,40.26,-74.27,5098278.0,89,ip,701.0,12.0,7728,Freehold,NJ
spectrum,20024,2026-02-24T18:38:54.604000+00:00,mobile,641,WiFi,32.34,-94.68,4046332.0,89,device,7018.0,13.0,75652,Henderson,TX
spectrum,20024,2026-02-24T18:39:05.274000+00:00,mobile,11,Broadband Internet,43.58,-83.88,4985180.0,89,device,20115.0,38177.0,48708,Bay City,MI
spectrum,20024,2026-02-24T18:39:07.976000+00:00,mobile,11,Broadband Internet,21.33,-157.86,5856195.0,89,ip,21928.0,16.0,96817,Honolulu,HI
spectrum,20024,2026-02-24T18:39:54.780000+00:00,mobile,874,Mobile signal,40.74,-73.97,5128581.0,89,ip,7018.0,126652.0,,,
spectrum,20024,2026-02-24T18:40:59.244000+00:00,mobile,11,Broadband Internet,28.62,-81.3,4178560.0,89,device,6167.0,14.0,32792,Winter Park,FL
spectrum,20024,2026-02-24T18:43:05.738000+00:00,mobile,11,Broadband Internet,28.58,-81.44,4167147.0,89,ip,21928.0,16.0,32808,Orlando,FL
spectrum,20024,2026-02-24T18:43:06.224000+00:00,mobile,641,WiFi,40.82,-73.95,5145066.0,89,device,21928.0,16.0,10031,New York,NY
spectrum,20024,2026-02-24T18:43:50.146000+00:00,mobile,641,WiFi,34.18,-118.43,5405693.0,89,ip,20001.0,38177.0,91401,Van Nuys,CA
spectrum,20024,2026-02-24T18:44:15.999000+00:00,mobile,11,Broadband Internet,28.11,-82.37,4174757.0,89,ip,21928.0,16.0,33647,Tampa,FL
spectrum,20024,2026-02-24T18:44:35.317000+00:00,mobile,8,Mobile Internet,40.84,-73.95,5128581.0,89,ip,21928.0,16.0,,,
spectrum,20024,2026-02-24T18:44:37.047000+00:00,mobile,11,Broadband Internet,42.81,-73.86,5136454.0,89,ip,21928.0,16.0,12309,Schenectady,NY
spectrum,20024,2026-02-24T18:45:01.029000+00:00,desktop,641,WiFi,33.94,-118.21,5397603.0,89,device,6167.0,14.0,90280,South Gate,CA
spectrum,20024,2026-02-24T18:46:46.769000+00:00,desktop,7,TV Streaming,42.84,-106.25,5820705.0,89,device,33588.0,38177.0,82609,Casper,WY
spectrum,20024,2026-02-24T18:47:07.931000+00:00,mobile,641,WiFi,33.66,-117.91,5339840.0,89,device,7018.0,13.0,92626,Costa Mesa,CA
spectrum,20024,2026-02-24T18:47:52.077000+00:00,mobile,12,TV,32.73,-97.79,4740364.0,89,device,20115.0,56904.0,76086,Weatherford,TX
spectrum,20024,2026-02-24T18:48:57.509000+00:00,mobile,12,TV,43.26,-73.58,5117657.0,89,device,11351.0,38177.0,12828,Fort Edward,NY
spectrum,20024,2026-02-24T18:49:07.588000+00:00,mobile,641,WiFi,33.11,-96.63,4670300.0,89,device,21928.0,16.0,75002,Allen,TX
spectrum,20024,2026-02-24T18:49:11.239000+00:00,desktop,11,Broadband Internet,32.74,-97.38,4691930.0,89,ip,20115.0,38177.0,76107,Fort Worth,TX
spectrum,20024,2026-02-24T18:49:21.492000+00:00,mobile,11,Broadband Internet,32.73,-97.32,4691930.0,89,ip,13335.0,118997.0,76104,Fort Worth,TX
spectrum,20024,2026-02-24T18:49:54.157000+00:00,mobile,11,Broadband Internet,34.01,-117.69,5336537.0,89,ip,6167.0,14.0,91710,Chino,CA
spectrum,20024,2026-02-24T18:49:54.873000+00:00,mobile,641,WiFi,38.76,-90.25,4407066.0,89,device,398378.0,142303.0,63136,Saint Louis,MO
spectrum,20024,2026-02-24T18:50:24.801000+00:00,desktop,11,Broadband Internet,37.02,-121.58,5352214.0,89,ip,20115.0,38177.0,95020,Gilroy,CA
spectrum,20024,2026-02-24T18:50:39.507000+00:00,mobile,11,Broadband Internet,33.96,-117.42,5387878.0,89,device,21928.0,16.0,92504,Riverside,CA
spectrum,20024,2026-02-24T18:50:41+00:00,mobile,641,WiFi,32.49,-114.79,5312913.0,89,device,6167.0,14.0,85336,Gadsden,AZ
spectrum,20024,2026-02-24T18:50:41.667000+00:00,mobile,641,WiFi,33.56,-117.27,5375911.0,89,ip,6167.0,14.0,92562,Murrieta,CA
spectrum,20024,2026-02-24T18:51:22.995000+00:00,desktop,641,WiFi,31.12,-97.9,4683244.0,89,ip,11427.0,38177.0,76522,Copperas Cove,TX
spectrum,20024,2026-02-24T18:52:29.722000+00:00,mobile,8,Mobile Internet,33.11,-96.73,4670300.0,89,device,6167.0,14.0,75013,Allen,TX
